nm1188544 IrénBada
nm4242658 MuhamedDupovac
nm3550312 MugdimAvdagic
nm1720028 AmberHeard
nm0951148 OdetteAnnable
nm0881631 KarlUrban
nm0056770 AdrianaBarraza
nm0582074 MarcoMesseri
nm0097817 GiuliaBoschi
nm0719018 RemoRemotti
nm0211477 SilvanaDeSantis
nm3798397 ThierryBenHafsia
nm0100245 AlexandreBoussat
nm4188350 BarbaraBuchmann
nm4146286 CelineFrance
nm0001768 RodSteiger
nm0001665 LeeRemick
nm0001719 GeorgeSegal
nm0373012 EileenHeckart
nm1973349 HirokoAkune
nm0440573 ShûjiKashiwabara
nm1058891 MachikoKochi
nm2712420 TomoeOshii
nm0002438 BurnieBurns
nm6865210 MichaelaJ.Burton
nm5813285 BarbaraDunkelman
nm0401502 MattHullum
nm5591906 LainaMorris
nm6704759 JonRisinger
nm0155919 GeniaChernik
nm0267336 RuthFarhi
nm0352636 ChaimHadaya
nm0627543 MiriamNevo
nm0204389 CliftonDavis
nm0001042 LoisChiles
nm0130590 NorthernCalloway
nm0413778 LeonardJackson
nm3713823 Hossein
nm3715031 Shaima
nm0785664 MichelSerrault
nm0237835 Jean-ClaudeDreyfus
nm0415283 ClaudeJade
nm0056763 Marie-ChristineBarrault
nm0110077 SheilaBritt
nm0829807 SamStewart
nm0186332 DerekCrane
nm0832019 LewStone
nm0997718 RuthPelupessi
nm1172925 YattiOctavia
nm2673199 HendraCipta
nm1257040 RahayuEffendi
nm1326821 UsmanEffendy
nm1098463 TorroMargens
nm2701828 SariNarulita
nm0514904 Chia-HuiLiu
nm0790925 DeanShek
nm0157971 PaulChun
nm0482652 LinLinLi
nm0401192 KaraWai
nm0155607 Pei-PeiCheng
nm0387360 Pak-KwongHo
nm0497643 DicksonGa-SingLee
nm3218495 ValentinThurn
nm4811451 IvorFlint
nm0063060 StephenBayley
nm4812322 MichaelC.Burgess
nm4813479 AliceCole
nm4812432 GwenCole
nm4813640 RegCole
nm4812053 MarkEager
nm0126284 RoseByrne
nm0005476 HilarySwank
nm6140880 ClaraRugaard
nm0370015 LukeHawker
nm6835885 Niels-BirgerDanielsen
nm6835884 HansDavidsen-Nielsen
nm1599904 NielsHøiby
nm6835886 JakobRubin
nm0525249 GiuseppeLugo
nm0484759 MaraLandi
nm1690121 RiaTeresaLegnani
nm0116277 RobertoBruni
nm0357825 DonnaHamilton
nm0485226 AllanLane
nm1259779 BlackJack
nm0909040 EddyWaller
nm0054117 RoyBarcroft
nm1948103 JussiVatanen
nm1533235 PamelaTola
nm0492065 TimoLavikainen
nm0638385 MiiaNuutila
nm1295647 BaktashZaher
nm1628119 MariamWeiss
nm1366398 YunisAzizi
nm1627992 SamiraCameron
nm0643353 MerleOberon
nm0001322 RexHarrison
nm0419982 UrsulaJeans
nm0001888 RobertDouglas
nm0304262 ShivajiGanesan
nm0004417 TarakaRamaRaoNandamuri
nm1125166 S.A.Ashokan
nm1150184 R.Muthuraman
nm5957168 AlexandraBensaid
nm0288575 AlainFourès
nm2467355 AvaMukherjee
nm2146970 ZainKhan
nm2470676 SimranSingh
nm7615574 SimranSingh
nm5334341 XiaohuShi
nm0266658 Siu-WongFan
nm1414233 MarshaYuen
nm0490618 Siu-MingLau
nm1291588 ManKitCheung
nm0686470 TonyPlana
nm0518591 TadeuszLomnicki
nm0805115 ZofiaSlaboszowska
nm0158910 JadwigaChojnacka
nm0097278 HenrykBorowski
nm0252979 VincentElbaz
nm0246362 GrégoriDerangère
nm0076889 MélanieBernier
nm0059600 PhilippeBas
nm5864009 KirkKrause
nm1670781 ConnerSorensen
nm4521538 AlexiaQuinn
nm4880922 JustinJohnsonCortez
nm6127436 TorranKitts
nm5746478 ChaseClarke
nm0002158 EdvinAdolphson
nm0222015 CarlDeurell
nm0944206 GunnWållgren
nm0536408 SvenMagnusson
nm0816457 CatherineSpaak
nm0664687 FrédéricdePasquale
nm0022208 JoséLuisAlonso
nm0488585 CarlosLarrañaga
nm0479608 EmmanuelleLaborit
nm0059817 AlainBashung
nm0001943 MarisaBerenson
nm0287177 SophieForte
nm8538205 Goon
nm8538207 Deebo
nm8538206 Kate
nm8538216 PatFeatherstone
nm5090386 MatthewClarke
nm5280381 DaveWhite
nm3187567 JoelHogan
nm5345242 MarkWilliamson
nm2070134 TomLong
nm2985224 EllenDyer
nm3119872 ChrisRivera
nm1784201 TravisAmmons
nm0958834 VenyaminZuskin
nm0090071 MariyaBlyumental-Tamarina
nm0946495 S.K.Yarof
nm0794604 L.A.Shmidt
nm0159404 EtchikaChoureau
nm0202069 EvelyneDassas
nm0513339 AlainLionel
nm0349464 AliciaGutiérrez
nm0398883 JennyHu
nm0849257 AlanTang
nm1033138 TinaTi
nm0150839 ChuanChen
nm0599540 ElsaMontes
nm0350104 Roberto'Flaco'Guzmán
nm0282613 ZoilaFlor
nm0421917 LuzMaríaJerez
nm0210404 LorenzodeMonteclaro
nm0655258 ArlettePacheco
nm0776856 LeonSchuster
nm0239221 DesmondDube
nm0692504 PauloPorto
nm0272791 MariaFernanda
nm0051684 DeniseBandeira
nm0952548 ZairaZambelli
nm1095720 KeishaCastle-Hughes
nm0660984 RawiriParatene
nm0369357 VickyHaughton
nm0193295 CliffCurtis
nm0799509 NikolaSimic
nm0503190 LepaBrena
nm0417583 JovanJanicijevic-Burdus
nm0892551 VlastaVelisavljevic
nm1463819 BipashaHayat
nm0634769 AsaduzzamanNoor
nm1463818 AbulHayat
nm0426970 DollyJohur
nm2746710 JohnFox
nm2748266 RichardDodd
nm0362735 RobertHardy
nm4748835 MasakiOtake
nm0462035 MegumiKobayashi
nm0945349 SayakaYamaguchi
nm0360510 AkiHano
nm2098603 HikariMitsushima
nm0587393 TakisMiliadis
nm0893099 ThanasisVengos
nm0549612 NitsaMarouda
nm0224786 LavrentisDianellos
nm0946196 TasosGiannopoulos
nm0584612 GiorgosMihalakopoulos
nm5255784 CollinMcDowell
nm5756994 MaggieBritton
nm5225923 EricHinwood
nm5226955 NateManduragga
nm1075389 JohnGoodrich
nm1739591 EleonoraBarna
nm1950307 DanDodgson
nm1651922 LiseMoule
nm1431656 EmraanHashmi
nm0792906 ShamitaShetty
nm1571396 UditaGoswami
nm1882097 SameerKochhar
nm0178114 JackieCooper
nm0522926 EdmundLowe
nm0057412 WendyBarrie
nm0385594 SamuelS.Hinds
nm0491999 AmosLavi
nm0594219 BlancaMitzner
nm0789497 NitzaShaul
nm0793759 Ze'evShimshoni
nm1434698 GiovanniBrignola
nm0770174 GabrielleScharnitzky
nm1435054 ElisabettaD'Arco
nm0935176 RainerWinkelvoss
nm0362267 AnnHarding
nm0000059 LaurenceOlivier
nm0686032 ZasuPitts
nm0681635 IrvingPichel
nm0001207 JoséFerrer
nm0580565 BurgessMeredith
nm0000866 SaulBass
nm0000953 PeterBogdanovich
nm0000323 MichaelCaine
nm0001115 OssieDavis
nm0001836 StevenWeber
nm0001436 SwoosieKurtz
nm0641097 GailO'Grady
nm0542759 GabrielMann
nm0004646 AntonioSabato
nm0768334 JohnSaxon
nm0938231 FrankWolff
nm0282992 AgataFlori
nm1189897 PremaKiran
nm2588782 SurekhaKudachi
nm9198336 AaishwaryaNarkar
nm1054817 AshokShinde
nm0000847 ThedaBara
nm0546121 JamesA.Marcus
nm0368888 LillianHathaway
nm0185803 CharlesCraig
nm5565026 NigelBrennan
nm3275356 AnneGill
nm4675383 LauraCanavanHayes
nm5084369 ShaneLennon
nm10216226 RobertoCapucci
nm10215758 AnnaFendi
nm10215765 EikeSchmidt
nm10215760 SidivalFila
nm0283147 EthanFlower
nm0908948 OsaWallander
nm1342461 JennGotzonChandler
nm0999014 EloyMéndez
nm5991113 LuckyHarmon
nm8181333 TylerBlevins
nm6447257 AshleighMorghan
nm7920796 AlexMendez
nm9445340 BwabwaDicaprio
nm6451996 PhilippeBovet
nm9446606 Guy-ChristBreezy
nm9446481 ChristopherCarrie
nm9446601 GabrielCeboute
nm9446483 RicardoCelestin
nm9446757 PierreChartier
nm9446759 DouglasDibula
nm0538423 TamaraMakarova
nm0069467 GrigoriBelov
nm0069536 LenaBelsky
nm0119895 IvanBulganov
nm0741359 EinarRose
nm0292997 HildaFredriksen
nm0196968 RobertDahl
nm0669466 EllaPeaters
nm8909639 PhilleoNash
nm0237707 RobertDrew
nm0401921 HubertH.Humphrey
nm4935291 MurielBuckHumphrey
nm0432208 JosephJulian
nm0448080 JacquelineKennedy
nm0448123 JohnF.Kennedy
nm0448305 RobertF.Kennedy
nm2925069 PolaBlack
nm0824413 JohnBuco
nm0075520 ShaunCostello
nm0481896 C.J.Laing
nm5318995 LeslieLamour
nm0522597 LeoLovemore
nm2380130 MelWhite
nm0929578 MarleneWilloughby
nm8648929 CarmenEchavarríaGomez
nm8648931 JuanJuarezRodriguez
nm8625632 CarmenEchevarríaLopez
nm8625631 JuanJuarezRodriguez
nm0508233 EvaLeón
nm0739124 LinaRomay
nm0562210 AntonioMayans
nm0873205 TrinoTrives
nm8050123 DilpreetDhillon
nm8050124 GurjindMaan
nm0539497 PavanMalhotra
nm8050126 SoniaKour
nm1031296 JoãoCostaMenezes
nm1030336 IrèneJouin
nm0031378 CarlosAntonio
nm1031998 AbelPinto
nm2843664 AngjiukJonathansenBianco
nm2842369 JulianFerro
nm0423975 JoiJohannsson
nm2845089 PeleKristiansen
nm0249489 ElizabethEdmonds
nm0908873 SueWallace
nm0341678 GeraldineGriffiths
nm0575109 KarenMeagher
nm0061049 WilliamBates
nm0275981 KarinField
nm0798690 FawnSilver
nm0462008 KatsuyaKobayashi
nm0991884 KouMachida
nm0833027 JiríStrach
nm0761883 MilanSandhaus
nm0773533 JiríSchmitzer
nm0688005 ZdenekPodhurský
nm2328812 ZamiIsmail
nm8816113 AchikSpin
nm1117300 SharifahAleya
nm8816115 Fendi
nm5030393 ZacheryFrancis
nm0368333 JalaluddinHassan
nm0342489 BradF.Grinter
nm0300659 HilaryLeeGaess
nm2167048 MattUkena
nm1962776 AshleyMoret
nm3815211 BradleyFowler
nm2705488 ErinBreen
nm0706301 DelaniaRaffino
nm0003501 JamieGillis
nm0830293 JackWrangler
nm0184149 DesireeCousteau
nm4407268 TrinMiller
nm0709095 WesRamsey
nm2797471 MatthewDy
nm1197438 DarrenKeefeReiher
nm0252655 ElGranWyoming
nm0998801 PereArquillué
nm0022764 ErnestoAlterio
nm0001739 JeanSimmons
nm0396819 DonaldHouston
nm0833420 SusanStranks
nm2168962 PeterRudolphJones
nm3763257 JobAngus
nm3509757 LarkinArnold
nm1451837 GordonBanks
nm4040494 MoniqueBrown
nm0059646 BillBasch
nm0059651 MartinBasch
nm0103953 RandolphBraham
nm0128609 AliceLokCahana
nm0013566 LuisAguilar
nm0704133 RositaQuintana
nm0138898 AliciaCaro
nm0815489 ArmandoSotoLaMarina
nm6581001 AndreyPerov
nm1596785 VladimirEpifantsev
nm0307485 ValeriyGarkalin
nm1114343 SergeiKagadeyev
nm0460316 BorisKlyuev
nm3402958 PavelLysenok
nm0535295 RomanMadyanov
nm2156805 AmantePulido
nm2373493 LanceRaymundo
nm2799062 ShielbertManuel
nm5962470 ThereseMalvar
nm0216263 CharlesDelaney
nm0418363 LoisJanuary
nm0535006 NoelMadison
nm0111355 SheilaBromley
nm0072916 DeanBenton
nm0512264 LoisLindsay
nm0001454 MartinLawrence
nm0640669 NancyO'Dell
nm0444539 PaulKeeley
nm0169122 ArtCohan
nm0178161 JohnCooper
nm0263347 RoyEverts
nm0410179 FrankIrvine
nm0548920 MichaelMarks
nm0761100 FernandoSancho
nm0884406 RosaValenty
nm0072607 PaulBenson
nm0592371 VerónicaMiriel
nm0106394 FrankBraña
nm0663392 JoaquínParra
nm0902700 IrenevonMeyendorff
nm0705384 CarlRaddatz
nm0676625 PetraPeters
nm0775650 ErnstSchröder
nm0582321 JeannineMestre
nm0082140 MiguelBilbatúa
nm0345549 RománGubern
nm6515867 JoséSmithVargas
nm1919216 CarlaGalvão
nm9183694 NjamySebastião
nm9183695 JoaquimBichanaMartins
nm0601373 JoeMoore
nm0781293 EileenSedgwick
nm0931626 S.W.Williams
nm0466773 BobKortman
nm0368017 MehdiHashemi
nm0609310 FatemahMotamed-Aria
nm2776012 NasrinMoghanloo
nm2242467 ParastooGolestani
nm0617091 DimitrisMyrat
nm0958053 VoulaZouboulaki
nm0018838 AlekosAlexandrakis
nm0465349 LabrosKonstadaras
nm0013779 SofyaAgumava
nm2169974 OlegAvidzba
nm2170400 MikhailBadzagua
nm2163293 RuslanBasariya
nm0432531 JingFang
nm0082732 BinBin
nm2528625 Fu-ChiChang
nm3111451 ShunChao
nm0150921 HuiLouChen
nm4187720 Jin-YiCheng
nm2677726 FengKangChu
nm0037761 GeorgeK.Arthur
nm0354913 GeorgiaHale
nm0345925 BruceGuerin
nm0559059 OttoMatieson
nm0048798 NellieBlyBaker
nm0405340 OlafHytten
nm0392059 StuartHolmes
nm0598971 YvesMontand
nm0000404 JaneFonda
nm0135671 VittorioCaprioli
nm0154406 ElizabethChauvin
nm0291746 StigFransman
nm0512003 ÅkeLindman
nm0617423 RistoMäkelä
nm0695704 Rose-MariePrecht
nm3316279 Min-HoLee
nm4014530 XuanZhu
nm2476954 TonyAlsamas
nm2776930 AlexisAvvento
nm2476604 AlexBarclay
nm2625139 BabyBoy
nm0292810 PaulineFrederick
nm0902226 TheodorevonEltz
nm0448661 BarbaraKent
nm0934780 ClaireWindsor
nm0156914 LingChia
nm0790926 FengShih
nm1794903 KuangChaoChiang
nm0438067 MingKao
nm0222426 AjayDevgn
nm0004418 Kajol
nm0802103 ChandrachurSingh
nm0549498 ZanMarolt
nm1068714 GordanaBoban
nm0081449 DraganBjelogrlic
nm0019713 SelmaAlispahic
nm0099042 VictorBoucher
nm0333023 MonaGoya
nm0074470 RenéBergeron
nm0266452 CharlesFallot
nm5155082 AndreaRussett
nm4326182 LaineNeil
nm5761975 SeanO'Donnell
nm4965072 LukasGage
nm0251565 IrenaEichlerówna
nm0951568 WitoldZacharewicz
nm0759750 BoguslawSamborski
nm0432747 KazimierzJunosza-Stepowski
nm0324107 ZevGodinger
nm0000559 LeonardNimoy
nm0257040 AlexanderEngel
nm0944297 HarryWüstenhagen
nm0473263 WernerKrüger
nm0871020 CordulaTrantow
nm1933818 FranciscoMorilla
nm1561977 AlciraArgumedo
nm1928959 EricCalcagno
nm1933934 FranciscoFernández
nm1931584 DanielFlores
nm1933569 JulioGambina
nm1926817 ClaudioLozano
nm1933953 PedroMontes
nm0000052 MarcelloMastroianni
nm0000366 CatherineDeneuve
nm0545378 CorinneMarchand
nm0073734 ClaudineBerg
nm0370281 TonyHawks
nm2599748 ValerieO'Connor
nm0126170 EdByrne
nm0400923 SeanHughes
nm0758413 MattSalinger
nm0001586 JoannaPacula
nm0434712 JohnKani
nm0449044 DannyKeogh
nm0163840 DavidAaronClark
nm0514537 ConnellLittle
nm0684310 CharlesPinion
nm2086224 KinoAlcántara
nm3327545 FabioArrante
nm2865824 FernandoBermejo
nm3329174 FedericoCassini
nm1756253 HalWeaver
nm2122921 ZojeStage
nm2118117 DeborahStage
nm2730905 VivienneShaffer
nm0690512 MaríaAntonietaPons
nm0135124 ManuelCapetillo
nm0657992 AndreaPalma
nm0001001 JamesCaan
nm0694619 StefaniePowers
nm0712731 AldoRay
nm0921303 BarbaraWerle
nm4557114 BirkeDuncan
nm2890855 EricLauritzen
nm3155171 MilesChumley
nm3255821 AaronBurt
nm5129690 SophieBell
nm0185545 LucienCoëdel
nm0143018 MaríaCasares
nm0076350 PaulBernard
nm0222556 RenéeDevillers
nm0367663 NitaHarvey
nm0128907 JaneCain
nm0549385 PercyMarmont
nm0183586 JohnCounsell
nm0540763 H.F.Maltby
nm0528510 MoiraLynd
nm0410951 YûmaIshigaki
nm1330995 KankurôNakamura
nm3271373 TôriMatsuzaka
nm2623363 YukoOshima
nm5135200 KenAoki
nm4104743 AtsushiArai
nm0406592 MasatôIbu
nm8212495 EdwardAyers
nm3046960 JoeBryanBaker
nm9214364 MarioBaltazar
nm9214358 StephenBarber
nm0390131 MarianneHold
nm0001976 HorstBuchholz
nm0889005 PierreVaneck
nm0896325 GilVidal
nm0534045 FredMacMurray
nm0000032 CharltonHeston
nm0001656 DonnaReed
nm0354853 BarbaraHale
nm0004335 HrithikRoshan
nm1059103 VivekOberoi
nm1231899 PriyankaChopra
nm2144007 KanganaRanaut
nm0000664 PatrickSwayze
nm0001453 PiperLaurie
nm0724673 LeeRichardson
nm0001521 MaryMcDonnell
nm0055003 TravisBarker
nm0005000 TonyHawk
nm1576525 TerryKennedy
nm0472398 KRS-One
nm0000809 DanielAuteuil
nm0000899 MonicaBellucci
nm0003508 MichelBlanc
nm0244850 JacquesDutronc
nm4651583 LeonleRoux
nm4642773 BrendaBell
nm0642598 BrianO'Shaughnessy
nm0744518 CobusRossouw
nm3648279 Dhanraj
nm3809856 Krishnudu
nm8272889 RelangiJr.
nm6818477 Sandeepthi
nm1143170 MariaZorba
nm0803111 AlekosSissovitis
nm1141184 VassilikiDeliou
nm0438869 YorgosKaramihos
nm2590318 Ganesh
nm2591225 PoojaGandhi
nm3261450 Diganth
nm0619047 AnantNag
nm0820821 JohnSt.Polis
nm0071602 BelleBennett
nm0445246 IanKeith
nm0398478 ReataHoyt
nm0636161 BarryNorton
nm8812186 JariKoskinen
nm8812187 MiraKoskinen
nm8812188 MaunoKeskinen
nm8812189 KariKokko
nm0502279 SaijaLentonen
nm0865671 Kari-PekkaToivonen
nm0255726 KristiinaElstelä
nm0615965 MinttuMustakallio
nm0000027 AlecGuinness
nm0911844 SimonWard
nm0148041 AdolfoCeli
nm0162283 DianeCilento
nm3909164 CyrielleDebreuil
nm0722657 SergeRiaboukine
nm0322963 VanessaGlodjo
nm0078712 DominiqueBesnehard
nm0144126 StefanoCassetti
nm0171499 GrégoireColin
nm2726113 ChrisArmstrong
nm1641208 SarahTareen
nm2724326 RobertFente
nm2726267 TatianaArmstrong
nm0315233 PlamenaGetova
nm0245587 TzvetanaDyankova
nm0034511 KiryakosArgiropulos
nm0434332 GrudiKadiev
nm3786193 DerekW.Adam
nm3836499 PatriciaColeman
nm3105713 MableEstella
nm3922495 JasonR.Gonzales
nm1596350 NawazuddinSiddiqui
nm2331000 RadhikaApte
nm6199189 AshutoshAcharya
nm3552176 ShahzadAhmad
nm3093014 PhilippeDeMontebello
nm8790248 KaiAdwoa-Thomas
nm8790250 KateAgustin
nm8790236 HanyAttya
nm2265095 DanielaAvendaño
nm0524528 FabriceLuchini
nm0099677 MichelBouquet
nm0862432 VirginieThévenet
nm0480942 BernadetteLafont
nm0462006 KaoruKobayashi
nm0793404 KippeiShîna
nm0434596 TeruyukiKagawa
nm0865078 KeikoToda
nm0794478 R.S.Shivaji
nm0352032 KamalHaasan
nm1117495 Bindiya
nm1024299 Farheen
nm5697106 ChiGurudutt
nm0000286 StephenBaldwin
nm0941743 DeborahWorthing
nm0105438 SteffaniBrass
nm1191277 RoryCharlesThost
nm0062828 WarnerBaxter
nm0599354 ConchitaMontenegro
nm0485494 NoraLane
nm2492283 ToulaDrakou
nm0277097 FiliosFilippidis
nm0540665 GiannisMalouhos
nm0028950 VasosAndrianos
nm1080789 GiannisBournelis
nm1326739 RafaelDenogias
nm0221835 ManosDestounis
nm4699670 KenesAndari
nm2693765 AbimanaAryasatya
nm2523085 ArioBayu
nm3779448 RanggaDjoned
nm0371025 George'Gabby'Hayes
nm0824496 BobSteele
nm0241904 ArlettaDuncan
nm0345300 KitGuard
nm0156173 GeorgeChesebro
nm3762213 ShayMitchell
nm3012064 GreyDamon
nm6194955 KirbyJohnson
nm2326897 NickThune
nm0469059 MuratKoç
nm0035067 CüneytArkin
nm0320883 FatmaGirik
nm0243658 HalukDurak
nm0218544 MustafaDemirkaya
nm0147291 ZeynepCayiroglu
nm0690467 AndreyPonomaryov
nm0277080 AleksandrFilippenko
nm0663361 AleksandrParra
nm0554430 AndreyMartynov
nm2956855 DenisAubert
nm5081231 MarinaSenckel
nm5103833 LeslieDubreuil
nm2956753 RobertaBianchini
nm4478357 AlexDobrenko
nm5703842 OliviaGraceApplegate
nm3829223 ChaseJoliet
nm2952483 DavidBellarosa
nm2658351 ThanasisTsaltabasis
nm1114673 HarisMavroudis
nm1481610 PetrosLagoutis
nm2894550 KostasFragolias
nm4622423 MyrtleCrippin
nm4622322 VirginiaAlgaier
nm4622351 ChrisAnkeney
nm4622532 DorisCavanah
nm4622370 KensieCavanah
nm4622390 ShaneCavanah
nm4622312 MargaretCochran
nm1815954 MuratKiliç
nm1727210 ÖnerErkan
nm3692801 KadirÇermik
nm2337862 DamlaSönmez
nm1745079 ErkanBektas
nm2614414 ÖnerAtes
nm0318105 JohnGilbert
nm0001256 GretaGarbo
nm0269493 GeorgeFawcett
nm0280605 EmilyFitzroy
nm0081495 DagmarBiener
nm0369233 AlexanderHauff
nm0402291 RainerHunold
nm0645178 ChristophM.Ohrt
nm3083006 GesikePiper
nm0000870 KathyBates
nm0821205 ZachStaenberg
nm0000149 JodieFoster
nm0873531 MichaelTronick
nm0953881 AlfonsoZayas
nm0210265 AnaísdeMelo
nm0719183 GraceRenat
nm0532312 DoreenMacGregor
nm0703491 CharlesQuigley
nm0000028 RitaHayworth
nm0492908 MarcLawrence
nm0570974 GeorgeMcKay
nm0021342 Jean-LouisAllibert
nm0037625 AntoninArtaud
nm0044139 PaulAzaïs
nm0045287 Bach
nm0457211 TerukoKishi
nm1187390 EmikoTakahashi
nm0457498 TanieKitabayashi
nm1185879 GeorgeOkunoyama
nm4240721 AikoAsahina
nm2596740 KôjiKiyomura
nm0633318 StephanieNiznik
nm0188614 GregCromer
nm0703809 DanielQuinn
nm0596959 RichardMoll
nm3741239 SamanthaRiversCole
nm6126841 JoeGawalis
nm1352861 MichaelVoight
nm4662969 VanessaKoppel
nm5804960 EmilioVitolo
nm4849535 YaronUrbas
nm5015340 GerardCordero
nm3638603 BryantBoon
nm0016995 JanezAlbreht
nm0237244 MilenaDravic
nm0709986 AliRaner
nm0744392 SpelaRozin
nm0603027 GianniMorandi
nm0250613 LauraEfrikian
nm0104224 GinoBramieri
nm0850236 NinoTaranto
nm2104214 DiogoLaço
nm0060705 BeatrizBatarda
nm0109979 NicolasBrites
nm0274302 CândidoFerreira
nm0429943 FranceLomay
nm0016321 AlbanCeray
nm0890957 Jean-LouisVattier
nm0502122 CatherineLeno
nm4137439 AndreaBaker
nm0049009 WalterBaker
nm0599787 GeorgeMontgomery
nm0397486 MaryHoward
nm0056719 RobertBarrat
nm0731376 LynneRoberts
nm2225227 AjubekaAdekoya
nm3334582 DonAnthony
nm3342595 Ric-hardBaker
nm2976052 PeterBellessis
nm0632274 Maj-BrittNilsson
nm0395148 BrigitteHorney
nm0777951 EllenSchwiers
nm0360889 JoachimHansen
nm1665924 NessaHawkins
nm0370977 DavidC.Hayes
nm1065060 SynDeVil
nm1348137 ErnestMelon
nm2515133 JoséMehrez
nm5394984 FernandoMigueles
nm7644017 GermánRodríguez
nm7085243 FlorenciaSacchi
nm0231298 JacekDomanski
nm3321138 J.Fahrenholz
nm3320495 MieczyslawJasiecki
nm0435858 TadeuszKalinowski
nm0080445 BharatBhushan
nm0632364 Nimmi
nm0474975 Kumkum
nm0471443 ManmohanKrishna
nm3125923 LarryGreene
nm4000885 CharlesAdames
nm3768469 AnthonyCruz
nm3423773 NourAyoub
nm0215755 EnriquedelPozo
nm0029944 AnaAnguita
nm0812906 AmparoSolerLeal
nm0260330 LuisEscobar
nm0903667 GeorgeVoskovec
nm0921276 JanWerich
nm0124379 HelenaBusová
nm1070327 JosefSkrivan
nm5763777 NkiruEgwim
nm9508220 MiracleEze
nm1651104 JimIyke
nm9508218 MercyJohnson
nm0000078 JohnWayne
nm0181003 RayCorrigan
nm0855579 MaxTerhune
nm0484808 CaroleLandis
nm0103121 F.M.Bradley
nm1526510 CrystalHart
nm0000440 NinaHartley
nm0395121 MikeHorner
nm0567238 ShannaMcCullough
nm0597868 AliciaMonet
nm0000561 PeterNorth
nm7607286 VeraAcacio
nm4677056 JavierArnal
nm7607285 RobertJacquesBardinet
nm6268608 LawrenceBurton
nm0910729 Yeung-MingWan
nm0948112 CeciliaYip
nm0874868 YinTse
nm0939209 KwongLeungWong
nm1514822 NorihitoKaneko
nm0620397 MikiNakatani
nm0008346 HiroshiAbe
nm0441612 MakiCarousel
nm3083640 DanteCarver
nm5882842 TakashiDeguchi
nm1420041 YoshikazuEbisu
nm0256861 Ken'ichiEndô
nm0534286 GordonMacRae
nm0197314 DanDailey
nm0000308 ErnestBorgnine
nm0636065 ShereeNorth
nm1012525 YuhangHo
nm1287760 BergLee
nm3530320 DannyLim
nm1010743 BokLaiLoh
nm0519274 JohnLongden
nm0448730 ElizabethKent
nm0111653 NevilleBrook
nm0281686 IanFleming
nm1318596 JemaineClement
nm1235366 BretMcKenzie
nm0169806 TaikaWaititi
nm0622738 AngelitaNavalón
nm0729153 AmparoRivelles
nm0209963 ManuelLuna
nm0891627 MercedesVecino
nm0294675 FernandoFreyredeAndrade
nm0728158 AntonioRiquelme
nm0462181 AkioKobori
nm0442951 SeizaburôKawazu
nm0853392 JunTazaki
nm0645422 MarikoOkada
nm0000297 TomBerenger
nm0001364 BobHoskins
nm0000627 GretaScacchi
nm0000695 JoanneWhalley
nm8027730 AshleyRainTurner
nm1135119 J.P.Allen
nm9269848 RebeccaDeBoer
nm0093081 IcíarBollaín
nm0093064 MarinaBollaín
nm0596750 MiguelMolina
nm0845141 PedroMariSánchez
nm1800059 MargaretHsingHui
nm0157794 TinaChin-Fei
nm1814409 ChingChu
nm0402188 HungWei
nm1029669 Ju-bongGi
nm5901829 SeoHo-Cheol
nm5901828 Hyuk-jinJang
nm3411359 MinJi-Hyun
nm5901827 Do-ahLee
nm3011350 Dong-seokMa
nm0997982 Tae-hwaSeo
nm6713382 AnnaBerg
nm6098952 LarsHenriks
nm4800814 AndyStrauß
nm0474039 DietrichKuhlbrodt
nm0000587 DonaldPleasence
nm0001088 PeterCushing
nm0676568 LuanPeters
nm0135903 KostasKaragiorgis
nm0147923 ArapCelal
nm0768486 EmelSayin
nm0128530 EnginÇaglar
nm0351361 Gökben
nm4260772 SemraKaraca
nm0837131 PakizeSuda
nm0951019 RehaYurdakul
nm0467360 AhmetKostarika
nm0067974 LaleBelkis
nm0114460 RalphBrown
nm0245699 ClintDyer
nm1245863 RafeSpall
nm0807326 AnjelaLaurenSmith
nm0313534 MelissaGeorge
nm3620280 JoshuaMcIvor
nm3815288 JackTaylor
nm1168915 MichaelDorman
nm0051906 Eun-heeBang
nm0158615 Eun-sookCho
nm0453440 Eui-sungKim
nm0497252 Eung-KyungLee
nm2137792 ShihokoHagino
nm0435358 YumiKakazu
nm1878161 SubaruKimura
nm1778686 WasabiMizuta
nm1874163 MegumiOhara
nm0782840 TomokazuSeki
nm1115841 NoelFitzpatrick
nm1753877 NickTatham
nm1676711 MatthewWatkin
nm1754306 NinaReizi
nm1660402 BlakeFitzpatrick
nm2565940 BruceJay
nm0540500 RandalMalone
nm0791898 TiffanyShepis
nm1094083 ChrisWatson
nm0407285 ÉvaIgó
nm0246894 GyörgyDörner
nm0625850 KárolyNemcsák
nm1668216 TamásTóth
nm2984043 WayneAnthony
nm6754358 AlbertJamae
nm2819225 PranamJanney
nm4214257 TessO'Flaherty
nm0836091 KatjaStudt
nm0900915 JürgenVogel
nm0687274 JanPlewka
nm0357549 LambertHamel
nm1944179 MarkMcGraw
nm3101440 DaniGarza
nm1428359 JohnD'Alonzo
nm3101434 TyroneHolt
nm2955013 LiamHemsworth
nm0000198 GaryOldman
nm0000148 HarrisonFord
nm2674373 CsillaRadnay
nm0468491 LehelKovács
nm0702464 BoriPéterfy
